Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2021 Toyota Avanza 1.5 G TSS MPV,Toyota,Avanza G TSS,201000000.0,2021,57316,DKI Jakarta,4,0.015601299052567299,197912310.85221002,301649612.6386374,306355738.4545039,25934325.446606852,8.5975,26338934.613625973
2019 Nissan Livina 1.5 VL MPV,Nissan,Livina VL,175000000.0,2019,72500,Jawa Timur,6,0.030305866496948698,169852473.61058122,319607395.0082534,329293374.0528111,24959153.566278696,7.809316666666666,25715562.34213518
2017 Toyota Yaris 1.5 TRD Sportivo Heykers Hatchback,Toyota,Yaris TRD Sportivo Heykers,190000000.0,2017,42500,Jawa Timur,8,0.0380879806953157,183028802.50355777,425186398.06167287,441380889.3829566,30269699.444764387,7.1191598749999985,31422611.172869578
2017 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,115000000.0,2017,72500,Jawa Timur,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2018 Suzuki Karimun Wagon R 1.0 GS Hatchback,Suzuki,Karimun Wagon R GS,105000000.0,2018,52500,Jawa Timur,7,0.031983464156241,101745816.33035074,212725226.38208762,219528916.0352074,15854201.43596241,7.452901428571428,16361273.71931534
2014 Toyota Kijang Innova 2.5 G MPV,Toyota,Kijang Innova G,247000000.0,2014,112500,Jawa Timur,11,0.0639492540819922,232153929.38370836,739789963.3609798,787098979.6952587,46148730.36157013,6.238085490090908,49099907.24502352
2023 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,330000000.0,2023,17500,Jawa Timur,2,0.036701314237700705,318317335.4445423,392984364.7463485,407407407.4074074,37333514.650903106,9.5,38703703.7037037
2019 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,165000000.0,2019,22500,Jawa Timur,6,0.030305866496948698,160146617.97569087,301344115.2934961,310476609.8212219,23532916.2196342,7.809316666666666,24246101.636870313
2014 Mitsubishi Strada Triton 2.8 HDX Single Cab Pickup,Mitsubishi,Strada Triton HDX Single Cab,139000000.0,2014,102500,Jawa Timur,11,0.0639492540819922,130645328.68152009,416319048.20719105,442942340.80016583,25970338.13869736,6.238085490090908,27631121.890924167
2022 Toyota Agya 1.2 GR Sport Hatchback,Toyota,Agya GR Sport,152000000.0,2022,52500,Jawa Timur,3,0.042094638340216504,145860072.97964427,200082404.63600034,208504801.09739363,18074110.55211869,9.03333333333333,18834933.69913121
2013 Toyota NAV1 2.0 V MPV,Toyota,NAV1 V,155000000.0,2013,152500,Jawa Timur,12,0.06412513301564181,145659561.25925052,515737706.02795815,548809455.028183,30839845.397392303,5.979753862658333,32817454.585681915
2019 Daihatsu Sigra 1.2 X MPV,Daihatsu,Sigra X,98000000.0,2019,32500,Banten,6,0.030305866496948698,95117385.22192548,178980141.2046219,184404289.4695742,13977125.997116072,7.809316666666666,14400714.911595702
2014 Honda Mobilio 1.5 E MPV,Honda,Mobilio E,121000000.0,2014,67500,Jawa Barat,11,0.0639492540819922,113727228.56448871,362407229.01489294,385582900.98431706,22607272.768218566,6.238085490090909,24052990.99857428
2014 Honda Freed 1.5 E MPV,Honda,Freed E,153000000.0,2014,67500,DKI Jakarta,11,0.0639492540819922,143803850.9947667,458250463.134534,487555238.4347149,28586055.649069753,6.238085490090908,30414112.584974084
2017 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,132000000.0,2017,87500,Jawa Barat,8,0.0380879806953157,127156852.2656296,295392655.495478,306643565.25552773,21029475.403731048,7.1191598749999985,21830445.656940967
2018 Honda Civic 1.5 E Hatchback,Honda,Civic E,375000000.0,2018,52500,DKI Jakarta,7,0.031983464156241,363377915.4655383,759732951.3645985,784031842.9828835,56622147.98558003,7.452901428571428,58433120.426126204
2021 Honda City 1.5 RS Hatchback,Honda,City RS,205000000.0,2021,52500,DKI Jakarta,4,0.015601299052567299,201850864.30200523,307652590.00458044,312452370.06553876,26450431.4256438,8.5975,26863092.51638469
2021 Toyota Avanza 1.5 Veloz MPV,Toyota,Avanza Veloz,191500000.0,2021,72500,Jawa Barat,4,0.015601299052567299,188558246.40894634,287392541.39452267,291876238.37829596,24708573.746394083,8.597499999999998,25094059.59457399
2019 Mazda CX-3 2.0 Touring SUV,Mazda,CX-3 Touring,227000000.0,2019,42500,Banten,6,0.030305866496948698,220322922.9120111,414576449.52499163,427140548.057075,32375587.76883009,7.809316666666666,33356758.009512503
2019 Mercedes-Benz E350 2.0 AMG Sedan,Mercedes-Benz,E350 AMG,695000000.0,2019,22500,DKI Jakarta,6,0.030305866496948698,674556966.6248797,1269297940.175635,1307765114.09545,99123495.59179257,7.809316666666668,102127519.01590832
2022 Wuling Air EV Long Range Hatchback,Wuling,Air EV Long Range,170000000.0,2022,32500,DKI Jakarta,3,0.042094638340216504,163132976.3588127,223776373.60605305,233196159.12208503,20214465.74908012,9.033333333333331,21065386.374028344
2013 Toyota Alphard 2.4 SC MPV,Toyota,Alphard SC,360000000.0,2013,105000,Jawa Barat,12,0.06412513301564181,338306077.7634206,1197842414.0004191,1274654218.1299734,71628028.01974988,5.979753862658333,76221184.84416445
2017 Volkswagen Scirocco 2.0 R Hatchback,Volkswagen,Scirocco R,1050000000.0,2017,67000,Lampung,8,0.0380879806953157,1011474961.2038718,2349714305.077666,2439210178.168971,167279917.98422426,7.119159875,173651272.27112138
2021 Mercedes-Benz GLC300 2.0 AMG Line Coupe,Mercedes-Benz,GLC300 AMG Line,1100000000.0,2021,29000,DKI Jakarta,4,0.015601299052567299,1083102198.6936865,1650818775.6343338,1676573693.034598,141929144.23516184,8.5975,144143423.25864953
2023 Jeep Gladiator 3.6 Rubicon Pickup,Jeep,Gladiator Rubicon,2000000000.0,2023,7500,DKI Jakarta,2,0.036701314237700705,1929195972.3911655,2381723422.7051425,2469135802.4691358,226263725.1569885,9.499999999999998,234567901.23456788
2022 Mercedes-Benz C300 2.0 AMG Line Sedan,Mercedes-Benz,C300 AMG Line,900000000.0,2022,17500,DKI Jakarta,3,0.042094638340216504,863645168.9584202,1184698448.5026338,1234567901.2345679,107017759.84807122,9.033333333333331,111522633.74485596
2022 Suzuki Ignis 1.2 GX SUV,Suzuki,Ignis GX,156000000.0,2022,17500,Banten,3,0.042094638340216504,149698495.95279282,205347731.07378986,213991769.5473251,18549745.040332347,9.033333333333331,19330589.84910837
2018 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,195000000.0,2018,82500,Jawa Timur,7,0.031983464156241,188956516.04207996,395061134.7095913,407696558.3510995,29443516.952501625,7.452901428571428,30385222.62158564
2024 Honda WR-V 1.5 RS SUV,Honda,WR-V RS,229000000.0,2024,7500,DKI Jakarta,1,0.0226,223938979.07295132,248821087.8588348,254444444.44444445,24882108.785883486,10.000000000000002,25444444.444444448
2023 Volkswagen ID. Buzz Style Van,Volkswagen,ID. Buzz Style,1600000000.0,2023,17500,DKI Jakarta,2,0.036701314237700705,1543356777.9129324,1905378738.164114,1975308641.9753087,181010980.1255908,9.499999999999998,187654320.98765433
2023 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,155000000.0,2023,7500,Banten,2,0.036701314237700705,149512687.86031532,184583565.25964853,191358024.691358,17535438.699666604,9.499999999999996,18179012.345679
2021 Mazda CX-5 2.5 GT SUV,Mazda,CX-5 GT,425000000.0,2021,27500,Banten,4,0.015601299052567299,418471304.0407425,637816345.1314472,647767108.6724584,54836260.27267617,8.5975,55691777.1681146
2019 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,800000000.0,2019,82500,Jawa Barat,6,0.030305866496948698,776468450.7912285,1461062377.1805873,1505341138.5271366,114098987.7315598,7.809316666666668,117556856.42118943
2017 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,237000000.0,2017,67500,DKI Jakarta,8,0.0380879806953157,228304348.3860168,530364086.0032446,550564583.0724249,37757467.202153474,7.1191598749999985,39195572.88405311
2024 Wuling Air EV Lite Hatchback,Wuling,Air EV Lite,130000000.0,2024,3000,DKI Jakarta,1,0.0226,127126931.35145707,141252145.9460634,144444444.44444442,14125214.594606325,9.99999999999999,14444444.444444418
2012 Mazda Biante 2.0 DISI MPV,Mazda,Biante DISI,110900000.0,2012,92500,DKI Jakarta,13,0.0427949999641975,106348802.98026703,418388735.53046566,436293681.45251256,24003071.734630663,5.737026285900768,25030283.188654814
2016 Honda BR-V 1.5 E SUV,Honda,BR-V E,150000000.0,2016,87500,DKI Jakarta,9,0.035258051568793,144891411.15366876,373990058.0056021,387176218.7569795,25455405.205770373,6.806439011111111,26352913.19521995
2012 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris E,123000000.0,2012,107500,DKI Jakarta,13,0.0427949999641975,117952234.14402926,464038002.4368555,483896508.734527,26621982.17637125,5.737026285900769,27761269.902655922
2018 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,198000000.0,2018,87500,DKI Jakarta,7,0.031983464156241,191863539.36580426,401138998.32050806,413968813.0949625,29896494.136386257,7.452901428571426,30852687.58499464
2019 Toyota Calya 1.2 G MPV,Toyota,Calya G,120000000.0,2019,117500,Jawa Barat,6,0.030305866496948698,116470267.61868428,219159356.5770881,225801170.7790705,17114848.15973397,7.809316666666668,17633528.463178415
2014 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,90000000.0,2014,67500,Jawa Barat,11,0.0639492540819922,84590500.5851569,269559095.96149063,286797199.0792441,16815326.852393974,6.238085490090907,17890654.46174946
2018 Honda Civic 1.5 ES Sedan,Honda,Civic ES,350000000.0,2018,47500,DKI Jakarta,7,0.031983464156241,339152721.1011691,709084087.940292,731763053.4506912,52847338.1198747,7.452901428571428,54537579.06438446
2022 Toyota GR 86 2.4 Coupe,Toyota,GR 86,825000000.0,2022,7500,DKI Jakarta,3,0.042094638340216504,791674738.2118851,1085973577.794081,1131687242.798354,98099613.19406529,9.033333333333331,102229080.93278463
2016 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,89000000.0,2016,82500,Jawa Barat,9,0.035258051568793,85968903.95117679,221900767.74999055,229724556.4624745,15103540.422090419,6.806439011111111,15636061.829163833
2016 Mercedes-Benz E250 2.0 Avantgarde CKD Sedan,Mercedes-Benz,E250 Avantgarde CKD,380000000.0,2016,75000,DKI Jakarta,9,0.035258051568793,367058241.5892942,947441480.2808586,980846420.8510147,64487026.52128494,6.8064390111111095,66760713.427890524
2012 Hyundai H-1 2.4 XG MPV,Hyundai,H-1 XG,120000000.0,2012,107500,DKI Jakarta,13,0.0427949999641975,115075350.38441879,452720002.37742,472094154.8629532,25972665.537923172,5.737026285900769,27084165.758688707
2020 Honda CR-V 1.5 Turbo SUV,Honda,CR-V Turbo,375000000.0,2020,32500,DKI Jakarta,5,0.019209680056685,367932141.2833753,623096312.0177739,635065792.8161356,51032834.14687971,8.190199999999999,52013158.56322713
2023 Hyundai Stargazer 1.5 Prime MPV,Hyundai,Stargazer Prime,250000000.0,2023,22500,DKI Jakarta,2,0.036701314237700705,241149496.5488957,297715427.8381428,308641975.30864197,28282965.644623563,9.499999999999998,29320987.654320985
2020 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,215000000.0,2020,12500,DKI Jakarta,5,0.019209680056685,210947761.00246853,357241885.556857,364104387.8812511,29258824.910877693,8.190199999999997,29820877.576250218
2019 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,8318000000.0,2019,137500,DKI Jakarta,6,0.030305866496948698,8073330717.101798,15191396066.735155,15651784487.835901,1186344224.9388928,7.809316666666666,1222297414.6393168
2024 Hyundai Stargazer 1.5 Prime MPV,Hyundai,Stargazer Prime,242000000.0,2024,17500,DKI Jakarta,1,0.0226,236651672.208097,262946302.4534411,268888888.8888889,26294630.245344102,9.999999999999996,26888888.888888896
2017 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,9187000000.0,2017,107500,DKI Jakarta,8,0.0380879806953157,8849924255.790447,20558881257.85573,21341927530.322224,1463619625.25816,7.1191598749999985,1519365941.290278
2021 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,475000000.0,2021,52500,DKI Jakarta,4,0.015601299052567299,467703222.16318285,712853562.2057352,723975003.8103948,61287585.01063809,8.5975,62243750.95259869
2019 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,725000000.0,2019,59000,DKI Jakarta,6,0.030305866496948698,703674533.5295508,1324087779.319907,1364215406.7902172,103402207.63172603,7.809316666666666,106535901.13170286
2023 Toyota Raize 1.0 GR Sport (1 Tone) SUV,Toyota,Raize GR Sport (1 Tone),210000000.0,2023,37500,DKI Jakarta,2,0.036701314237700705,202565577.10107237,250080959.38403994,259259259.25925922,23757691.141483784,9.499999999999996,24629629.629629612
2016 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,128000000.0,2016,112500,Jawa Barat,9,0.035258051568793,123640670.85113066,319138182.83144706,330390373.3392891,21721945.77559071,6.8064390111111095,22487819.259921014
2015 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,520000000.0,2015,63000,DKI Jakarta,10,0.0636312113115612,488891257.1104314,1402126431.9360228,1491345435.212069,91323517.48255913,6.513215598999998,97134543.5212069
2013 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,5147000000.0,2013,77500,DKI Jakarta,12,0.06412513301564181,4836837172.912016,17125819180.167103,18224014613.09715,1024081833.9379239,5.979753862658333,1089751217.7580957
2017 Suzuki Ertiga 1.4 GX MPV,Suzuki,Ertiga GX,138000000.0,2017,137500,Jawa Barat,8,0.0380879806953157,132936709.18679458,308819594.3816361,320581909.130779,21985360.649355188,7.1191598749999985,22822738.64134738
2010 Nissan X-Trail 2.5 ST SUV,Nissan,X-Trail ST,87000000.0,2010,137500,DKI Jakarta,15,0.0513420400767928,82751375.55960883,401918114.2856005,422553410.21684074,21277782.581732776,5.294059119369006,22370227.347789384
2017 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,153000000.0,2017,97500,Jawa Barat,8,0.0380879806953157,147386351.48970705,342386941.5970313,355427768.8189072,24375073.76341553,7.1191598749999985,25303471.1023634
2013 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,138000000.0,2013,87500,DKI Jakarta,12,0.06412513301564181,129683996.4759779,459172925.3668273,488617450.2831565,27457410.74090412,5.979753862658333,29218120.85692971
2022 Toyota Agya 1.2 GR Sport Hatchback,Toyota,Agya GR Sport,138000000.0,2022,37000,DKI Jakarta,3,0.042094638340216504,132425592.57362442,181653762.10373718,189300411.52263373,16409389.84337092,9.033333333333331,17100137.174211245
2023 Hyundai Stargazer 1.5 Prime MPV,Hyundai,Stargazer Prime,220000000.0,2023,18000,DKI Jakarta,2,0.036701314237700705,212211556.9630282,261989576.49756566,271604938.2716049,24889009.767268732,9.499999999999996,25802469.135802448
2023 Toyota Raize 1.0 GR Sport (1 Tone) SUV,Toyota,Raize GR Sport (1 Tone),210000000.0,2023,22000,DKI Jakarta,2,0.036701314237700705,202565577.10107237,250080959.38403994,259259259.25925922,23757691.141483784,9.499999999999996,24629629.629629612
2018 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,233000000.0,2018,92500,Jawa Timur,7,0.031983464156241,225778811.47592115,472047407.11453724,487145118.4400316,35181227.94837373,7.452901428571428,36306445.491433084
2020 Volkswagen Polo 1.2 Comfortline TSI Hatchback,Volkswagen,Polo Comfortline TSI,175000000.0,2020,50000,DKI Jakarta,5,0.019209680056685,171701665.93224183,290778278.9416278,296364036.64752996,23815322.601877194,8.190199999999997,24272807.32950599
2016 Daihatsu Sirion 1.3 D Sport Hatchback,Daihatsu,Sirion D Sport,128000000.0,2016,52500,Jawa Timur,9,0.035258051568793,123640670.85113066,319138182.83144706,330390373.3392891,21721945.77559071,6.8064390111111095,22487819.259921014
2019 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,141000000.0,2019,87500,Banten,6,0.030305866496948698,136852564.451954,257512243.97807845,265316375.66540778,20109946.587687407,7.809316666666666,20719395.94423463
2012 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris E,115000000.0,2012,137500,Jawa Timur,13,0.0427949999641975,110280544.11840133,433856668.9450275,452423565.07699674,24890471.140509702,5.737026285900768,25955658.852076672
2019 Mitsubishi Xpander 1.5 Sport MPV,Mitsubishi,Xpander Sport,215000000.0,2019,67500,Jawa Timur,6,0.030305866496948698,208675896.15014264,392660513.86728275,404560430.9791679,30664102.952856686,7.809316666666666,31593405.163194645
2016 Porsche Macan 2.0 SUV,Porsche,Macan,660000000.0,2016,35000,DKI Jakarta,9,0.035258051568793,637522209.0761425,1645556255.2246492,1703575362.5307097,112003782.90538962,6.8064390111111095,115952818.05896775
2017 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,115000000.0,2017,56000,DKI Jakarta,8,0.0380879806953157,110780590.98899549,257349661.98469675,267151590.94231588,18321133.874462657,7.1191598749999985,19018948.867789485
2023 Honda WR-V 1.5 RS Honda Sensing SUV,Honda,WR-V RS Honda Sensing,245000000.0,2023,22000,DKI Jakarta,2,0.036701314237700705,236326506.61791778,291761119.28137994,302469135.80246913,27717306.33173108,9.499999999999996,28734567.901234567
2012 Mitsubishi Pajero Sport 2.5 Dakar 4x2 SUV,Mitsubishi,Pajero Sport Dakar 4x2,245000000.0,2012,187000,Jawa Barat,13,0.0427949999641975,234945507.03485504,924303338.1872325,963858899.5118626,53027525.47325981,5.737026285900769,55296838.42398943
2022 Hyundai Creta 1.5 Style SUV,Hyundai,Creta Style,228000000.0,2022,50000,DKI Jakarta,3,0.042094638340216504,218790109.46946642,300123606.95400053,312757201.6460905,27111165.828178037,9.03333333333333,28252400.548696835
2021 Honda City 1.5 RS Hatchback,Honda,City RS,225000000.0,2021,47500,DKI Jakarta,4,0.015601299052567299,221543631.55098134,337667476.8342956,342935528.1207133,29030961.320828557,8.597499999999998,29483882.030178323
2022 Hyundai Creta 1.5 Prime SUV,Hyundai,Creta Prime,268000000.0,2022,31000,DKI Jakarta,3,0.042094638340216504,257174339.20095176,352776871.33189535,367626886.1454046,31867510.71031453,9.03333333333333,33208962.04846819
2022 Hyundai Staria 2.2 Signature 7 MPV,Hyundai,Staria Signature 7,660000000.0,2022,35000,DKI Jakarta,3,0.042094638340216504,633339790.5695081,868778862.2352648,905349794.2386831,78479690.55525224,9.033333333333331,81783264.7462277
2021 Hyundai H-1 2.4 Royale Limited MPV,Hyundai,H-1 Royale Limited,355000000.0,2021,39000,DKI Jakarta,4,0.015601299052567299,349546618.6693261,532764241.2274442,541076055.4793477,45804405.63952951,8.5975,46519013.86983693
2013 Toyota Alphard 2.4 G MPV,Toyota,Alphard G,280000000.0,2013,87500,DKI Jakarta,12,0.06412513301564181,263126949.37154934,931655210.8892148,991397725.2122015,55710688.45980545,5.979753862658333,59283143.767683454
2019 Suzuki SX4 S-Cross 1.5 Hatchback,Suzuki,SX4 S-Cross,175000000.0,2019,32500,DKI Jakarta,6,0.030305866496948698,169852473.61058122,319607395.0082534,329293374.0528111,24959153.566278696,7.809316666666666,25715562.34213518
2018 Hyundai H-1 2.4 Royale Limited MPV,Hyundai,H-1 Royale Limited,265000000.0,2018,82000,DKI Jakarta,7,0.031983464156241,256787060.26231375,536877952.2976496,554049169.0412376,40012984.57647656,7.452901428571428,41292738.43446251
2023 Wuling Air EV Long Range Hatchback,Wuling,Air EV Long Range,145000000.0,2023,12500,DKI Jakarta,2,0.036701314237700705,139866707.9983595,172674948.14612284,179012345.67901236,16404120.07388167,9.5,17006172.83950618
2013 Nissan Grand Livina 1.5 XV MPV,Nissan,Grand Livina XV,105000000.0,2013,92500,Jawa Timur,12,0.06412513301564181,98672606.014331,349370704.0834555,371774146.95457554,20891508.172427043,5.979753862658333,22231178.912881296
2016 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,210000000.0,2016,62500,DKI Jakarta,9,0.035258051568793,202847975.61513627,523586081.20784295,542046706.2597713,35637567.28807852,6.8064390111111095,36894078.47330793
2019 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,220000000.0,2019,57500,Jawa Timur,6,0.030305866496948698,213528823.96758783,401792153.72466147,413968813.09496254,31377221.62617894,7.809316666666666,32328135.51582709
2013 Honda Jazz 1.5 RS Hatchback,Honda,Jazz RS,152500000.0,2013,127500,Jawa Timur,12,0.06412513301564181,143310213.49700457,507419355.93073314,539957689.6245027,30342428.536144048,5.979753862658333,32288140.80204189
