Judul,Merek,Model_Detail,Harga,Tahun,Kilometer,Lokasi,UsiaMobil,Inflasi,HargaSekarang_DeflasiKeThnBuat,EstimasiHargaAwal_PadaThnBuat,EstimasiHargaAwal_NilaiSaatIni,DepresiasiRiilAbsolut_PerThn_PadaThnBuat,DepresiasiRiilNormal_PersenPerThn,DepresiasiAbsolut_PerThn_NilaiSaatIni
2018 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,130000000.0,2018,62500,Jawa Barat,7,0.031983464156241,125971010.69471996,263374089.8063942,271797705.5673996,19629011.30166775,7.452901428571429,20256815.08105709
2020 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,220000000.0,2020,77500,DKI Jakarta,5,0.019209680056685,215853522.88624686,365549836.3837607,372571931.78546625,29939262.699502766,8.190199999999999,30514386.357093252
2018 Honda CR-V 1.5 Turbo Prestige SUV,Honda,CR-V Turbo Prestige,325000000.0,2018,62500,Jawa Barat,7,0.031983464156241,314927526.7367999,658435224.5159855,679494263.9184991,49072528.25416937,7.452901428571428,50642037.70264273
2014 Honda Mobilio 1.5 RS MPV,Honda,Mobilio RS,143000000.0,2014,182500,Jawa Barat,11,0.0639492540819922,134404906.48530483,428299452.47214615,455688882.9814655,26717685.998803757,6.238085490090909,28426262.089224137
2019 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,220000000.0,2019,92500,Jawa Barat,6,0.030305866496948698,213528823.96758783,401792153.72466147,413968813.09496254,31377221.62617894,7.809316666666666,32328135.51582709
2019 Toyota Alphard 2.5 G MPV,Toyota,Alphard G,795000000.0,2019,30000,DKI Jakarta,6,0.030305866496948698,771615522.9737833,1451930737.3232083,1495932756.4113417,113385869.05823751,7.809316666666666,116822126.06855695
2017 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,245000000.0,2017,77500,DKI Jakarta,8,0.0380879806953157,236010824.28090343,548266671.1847887,569149041.5727599,39031980.862985656,7.1191598749999985,40518630.19659498
2020 Mitsubishi Xpander Cross 1.5 MPV,Mitsubishi,Xpander Cross,215000000.0,2020,67000,Jawa Barat,5,0.019209680056685,210947761.00246853,357241885.556857,364104387.8812511,29258824.910877693,8.190199999999997,29820877.576250218
2015 Honda Brio 1.2 E Hatchback,Honda,Brio E,118000000.0,2015,107500,Jawa Barat,10,0.0636312113115612,110940708.3442902,318174844.1700975,338420694.913508,20723413.582580727,6.513215598999998,22042069.4913508
2013 Toyota Avanza 1.5 Veloz MPV,Toyota,Avanza Veloz,135000000.0,2013,102500,Jawa Barat,12,0.06412513301564181,126864779.16128272,449190905.2501571,477995331.79874,26860510.5074062,5.979753862658333,28582944.31656167
2020 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,212000000.0,2020,77500,Jawa Barat,5,0.019209680056685,208004303.87220153,352257115.06071484,359023861.53872204,28850562.23770266,8.190199999999997,29404772.307744406
2024 Neta V Hatchback,Neta,V,220000000.0,2024,2500,Jawa Barat,1,0.0226,215137883.82554275,239042093.13949195,244444444.44444445,23904209.313949198,10.0,24444444.444444448
2019 Mitsubishi Pajero Sport 2.4 Dakar 4X2 SUV,Mitsubishi,Pajero Sport Dakar 4X2,425000000.0,2019,67500,DKI Jakarta,6,0.030305866496948698,412498864.4828401,776189387.8771869,799712479.8425412,60615087.23239113,7.809316666666666,62452079.97375687
2014 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,155000000.0,2014,42500,Jawa Barat,11,0.0639492540819922,145683639.8966591,464240665.26701164,493928509.5253648,28959729.579122957,6.238085490090908,30811682.684124075
2019 Toyota Calya 1.2 G MPV,Toyota,Calya G,130000000.0,2019,92500,Jawa Barat,6,0.030305866496948698,126176123.25357462,237422636.2918454,244617935.01065966,18541085.506378464,7.809316666666666,19102989.168443277
2021 Suzuki Jimny 1.5 3 Door (2 Tone) SUV,Suzuki,Jimny 3 Door (2 Tone),460000000.0,2021,12500,Banten,4,0.015601299052567299,452933646.72645074,690342397.0834488,701112635.2690139,59352187.58924951,8.5975,60278158.81725347
2019 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,137000000.0,2019,90000,DKI Jakarta,6,0.030305866496948698,132970222.19799788,250206932.09217554,257789669.97277212,19539451.64902961,7.809316666666664,20131611.662128687
2012 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris E,115000000.0,2012,12600,DKI Jakarta,13,0.0427949999641975,110280544.11840133,433856668.9450275,452423565.07699674,24890471.140509702,5.737026285900768,25955658.852076672
2020 Toyota Rush 1.5 TRD Sportivo SUV,Toyota,Rush TRD Sportivo,213000000.0,2020,60000,DKI Jakarta,5,0.019209680056685,208985456.2489572,353918705.22609556,360717370.31956506,28986649.795427673,8.190199999999999,29543474.06391301
2022 Toyota Yaris 1.5 GR Sport 3 AB Hatchback,Toyota,Yaris GR Sport 3 AB,205000000.0,2022,52500,Jawa Barat,3,0.042094638340216504,196719177.37386236,269847979.936711,281207133.0589849,24376267.520949554,9.033333333333331,25402377.686328292
2018 Mazda CX-5 2.5 GT SUV,Mazda,CX-5 GT,330000000.0,2018,47500,DKI Jakarta,7,0.031983464156241,319772565.60967374,668564997.2008468,689948021.8249375,49827490.227310434,7.452901428571428,51421145.97499107
2020 Toyota Kijang Innova 2.0 G Lux MPV,Toyota,Kijang Innova G Lux,275000000.0,2020,117500,DKI Jakarta,5,0.019209680056685,269816903.6078086,456937295.47970086,465714914.73183286,37424078.37437846,8.190199999999999,38142982.94636657
2016 Honda HR-V 1.5 E SUV,Honda,HR-V E,197000000.0,2016,87500,DKI Jakarta,9,0.035258051568793,190290719.9818183,491173609.514024,508491433.9674997,33431432.170245077,6.8064390111111095,34610159.32972219
2022 Daihatsu Sigra 1.2 R MPV,Daihatsu,Sigra R,130000000.0,2022,42500,DKI Jakarta,3,0.042094638340216504,124748746.62732735,171123109.2281582,178326474.6227709,15458120.866943618,9.03333333333333,16108824.874256968
2015 Nissan X-Trail 2.5 SUV,Nissan,X-Trail,160000000.0,2015,80000,DKI Jakarta,10,0.0636312113115612,150428079.11090195,431423517.5187762,458875518.52679044,28099543.840787422,6.513215598999998,29887551.852679044
2018 Chevrolet TRAX 1.4 Premier SUV,Chevrolet,TRAX Premier,175000000.0,2018,42500,DKI Jakarta,7,0.031983464156241,169576360.55058455,354542043.970146,365881526.7253456,26423669.05993735,7.452901428571428,27268789.53219223
2021 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,117000000.0,2021,44000,DKI Jakarta,4,0.015601299052567299,115202688.4065103,175587087.9538337,178326474.6227709,15096099.886830851,8.5975,15331618.655692726
2014 Toyota Camry 2.5 V Sedan,Toyota,Camry V,188000000.0,2014,102500,DKI Jakarta,11,0.0639492540819922,176700156.7778833,563079000.4528915,599087482.5210876,35125349.42500074,6.238085490090908,37371589.32009888
2014 Toyota Avanza 1.3 G MPV,Toyota,Avanza G,119000000.0,2014,98000,DKI Jakarta,11,0.0639492540819922,111847439.66259634,356417026.88241535,379209629.89366716,22233598.838165365,6.238085490090908,23655420.89942429
2012 Toyota Yaris 1.5 E Hatchback,Toyota,Yaris E,115000000.0,2012,97500,DKI Jakarta,13,0.0427949999641975,110280544.11840133,433856668.9450275,452423565.07699674,24890471.140509702,5.737026285900768,25955658.852076672
2021 Toyota Raize 1.0 T G (2 Tone) SUV,Toyota,Raize T G (2 Tone),195000000.0,2021,27500,DKI Jakarta,4,0.015601299052567299,192004480.67751718,292645146.5897229,297210791.0379515,25160166.478051424,8.5975,25552697.759487882
2023 Toyota Kijang Innova Zenix 2.0 V (Non Premium Color) MPV,Toyota,Kijang Innova Zenix V (Non Premium Color),415000000.0,2023,32500,DKI Jakarta,2,0.036701314237700705,400308164.2711668,494207610.211317,512345679.0123456,46949722.9700751,9.499999999999996,48672839.506172806
2018 Honda Mobilio 1.5 E MPV,Honda,Mobilio E,135000000.0,2018,57500,DKI Jakarta,7,0.031983464156241,130816049.5675938,273503862.49125546,282251463.47383803,20383973.274808805,7.452901428571425,21035923.353405435
2018 Honda Civic 1.5 ES Sedan,Honda,Civic ES,350000000.0,2018,52500,DKI Jakarta,7,0.031983464156241,339152721.1011691,709084087.940292,731763053.4506912,52847338.1198747,7.452901428571428,54537579.06438446
2016 Lexus RX 200t 2.0 Luxury SUV,Lexus,RX 200t Luxury,630000000.0,2016,36000,DKI Jakarta,9,0.035258051568793,608543926.8454088,1570758243.6235287,1626140118.7793138,106912701.86423555,6.8064390111111095,110682235.41992375
2015 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,75000000.0,2015,122500,DKI Jakarta,10,0.0636312113115612,70513162.0832353,202229773.83692637,215097899.30943304,13171661.175369108,6.513215599,14009789.930943305
2022 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,145000000.0,2022,37500,DKI Jakarta,3,0.042094638340216504,139142832.77663434,190868083.36986876,198902606.31001368,17241750.197744805,9.033333333333331,17967535.436671227
2021 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,117000000.0,2021,37500,DKI Jakarta,4,0.015601299052567299,115202688.4065103,175587087.9538337,178326474.6227709,15096099.886830851,8.5975,15331618.655692726
2021 Toyota Calya 1.2 G MPV,Toyota,Calya G,130000000.0,2021,12500,DKI Jakarta,4,0.015601299052567299,128002987.11834478,195096764.39314857,198140527.35863435,16773444.318700947,8.5975,17035131.83965859
2019 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,220000000.0,2019,67500,DKI Jakarta,6,0.030305866496948698,213528823.96758783,401792153.72466147,413968813.09496254,31377221.62617894,7.809316666666666,32328135.51582709
2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista (Non Premium Color) MPV,Toyota,Kijang Innova Zenix Q HV TSS Modellista (Non Premium Color),575000000.0,2023,32500,Banten,2,0.036701314237700705,554643842.0624601,684745484.0277284,709876543.2098765,65050820.98263419,9.499999999999996,67438271.60493827
2011 Toyota Alphard 2.4 G MPV,Toyota,Alphard G,290000000.0,2011,97500,DKI Jakarta,14,0.053560477898215,275257098.2716922,1203215436.83892,1267660230.6505222,66282738.469087705,5.508800538931356,69832873.61789444
2014 Nissan Teana 2.5 XV Sedan,Nissan,Teana XV,155000000.0,2014,105000,DKI Jakarta,11,0.0639492540819922,145683639.8966591,464240665.26701164,493928509.5253648,28959729.579122957,6.238085490090908,30811682.684124075
2019 Chevrolet TRAX 1.4 Premier SUV,Chevrolet,TRAX Premier,156000000.0,2019,82500,DKI Jakarta,6,0.030305866496948698,151411347.90428954,284907163.55021447,293541522.0127916,22249302.607654154,7.809316666666666,22923587.002131928
2015 Nissan Serena 2.0 Panoramic Autech MPV,Nissan,Serena Panoramic Autech,188000000.0,2015,57500,DKI Jakarta,10,0.0636312113115612,176752992.9553098,506922633.08456206,539178734.2689788,33016964.012925226,6.513215599,35117873.42689788
2019 Toyota Calya 1.2 G MPV,Toyota,Calya G,122000000.0,2019,39000,DKI Jakarta,6,0.030305866496948698,118411438.74566235,222812012.52003953,229564523.6253883,17400095.629062865,7.809316666666666,17927420.604231384
2022 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,133000000.0,2022,17500,DKI Jakarta,3,0.042094638340216504,127627563.85718875,175072104.05650032,182441700.96021944,15814846.733103856,9.033333333333331,16480566.986739814
2020 Toyota Camry 2.5 V Sedan,Toyota,Camry V,350000000.0,2020,52500,DKI Jakarta,5,0.019209680056685,343403331.86448365,581556557.8832556,592728073.2950599,47630645.20375439,8.190199999999997,48545614.65901198
2022 Toyota Voxy 2.0 (Premium Color) MPV,Toyota,Voxy (Premium Color),424000000.0,2022,47500,DKI Jakarta,3,0.042094638340216504,406872835.1537446,558124602.4056852,581618655.6927297,50417255.75064687,9.033333333333328,52539551.89757657
2018 Mazda CX-3 2.0 Grand Touring SUV,Mazda,CX-3 Grand Touring,225000000.0,2018,82500,DKI Jakarta,7,0.031983464156241,218026749.279323,455839770.8187592,470419105.78973013,33973288.791348025,7.452901428571428,35059872.25567573
2020 Toyota Camry 2.5 V Sedan,Toyota,Camry V,350000000.0,2020,52500,Banten,5,0.019209680056685,343403331.86448365,581556557.8832556,592728073.2950599,47630645.20375439,8.190199999999997,48545614.65901198
2020 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,216000000.0,2020,47500,Banten,5,0.019209680056685,211928913.37922418,358903475.7222377,365797896.6620941,29394912.468602706,8.190199999999997,29959579.33241882
2023 Mazda CX-9 2.5 AWD SUV,Mazda,CX-9 AWD,523000000.0,2023,7500,DKI Jakarta,2,0.036701314237700705,504484746.78028977,622820675.0373948,645679012.345679,59167964.1285525,9.499999999999998,61339506.17283952
2023 Toyota Avanza 1.3 E MPV,Toyota,Avanza E,189500000.0,2023,37500,Jawa Tengah,2,0.036701314237700705,182791318.38406292,225668294.30131224,233950617.2839506,21438487.95862466,9.499999999999998,22225308.6419753
2012 Honda CR-V 2.4 Prestige SUV,Honda,CR-V Prestige,165000000.0,2012,87500,Jawa Tengah,13,0.0427949999641975,158228606.77857584,622490003.2689525,649129462.9365606,35712415.114644356,5.737026285900768,37240727.91819697
2017 Toyota Calya 1.2 G MPV,Toyota,Calya G,105000000.0,2017,82500,Jawa Tengah,8,0.0380879806953157,101147496.12038718,234971430.50776657,243921017.8168971,16727991.798422424,7.1191598749999985,17365127.227112137
2017 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,170000000.0,2017,42500,Jawa Tengah,8,0.0380879806953157,163762612.76634115,380429935.1078125,394919743.13211906,27083415.29268392,7.1191598749999985,28114967.891514882
2024 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,175000000.0,2024,12500,Jawa Tengah,1,0.0226,171132407.5884999,190147119.54277766,194444444.44444442,19014711.954277754,9.999999999999993,19444444.444444418
2024 Hyundai Stargazer 1.5 Prime MPV,Hyundai,Stargazer Prime,2235000000.0,2024,17500,Jawa Tengah,1,0.0226,2185605319.7731276,2428450355.303475,2483333333.3333335,242845035.53034735,9.999999999999993,248333333.3333335
2021 Honda Mobilio 1.5 E MPV,Honda,Mobilio E,185000000.0,2021,32500,Jawa Tengah,4,0.015601299052567299,182158097.05302912,277637703.1748653,281969212.0103643,23869901.530459046,8.5975,24242303.002591074
2016 Honda HR-V 1.5 E SUV,Honda,HR-V E,175000000.0,2016,127500,Jawa Tengah,9,0.035258051568793,169039979.67928022,436321734.3398691,451705588.5498094,29697972.74006543,6.8064390111111095,30745065.394423265
2022 Daihatsu Ayla 1.2 R Hatchback,Daihatsu,Ayla R,133000000.0,2022,17500,Jawa Barat,3,0.042094638340216504,127627563.85718875,175072104.05650032,182441700.96021944,15814846.733103856,9.033333333333331,16480566.986739814
2023 Daihatsu Xenia 1.3 R MPV,Daihatsu,Xenia R,190000000.0,2023,2500,Jawa Tengah,2,0.036701314237700705,183273617.37716073,226263725.15698853,234567901.23456788,21495053.8899139,9.499999999999996,22283950.61728394
2022 Toyota Kijang Innova 2.4 V MPV,Toyota,Kijang Innova V,420000000.0,2022,67500,Jawa Tengah,3,0.042094638340216504,403034412.18059605,552859275.9678957,576131687.2427983,49941621.26243323,9.033333333333331,52043895.747599445
2023 Toyota Rush 1.5 GR Sport SUV,Toyota,Rush GR Sport,255000000.0,2023,22500,Jawa Timur,2,0.036701314237700705,245972486.4798736,303669736.3949056,314814814.81481475,28848624.957516015,9.499999999999993,29907407.407407373
2024 Daihatsu Gran Max 1.3 Blind Van AC Van,Daihatsu,Gran Max Blind Van AC,142000000.0,2024,27500,Jawa Tengah,1,0.0226,138861725.0146685,154290805.57185388,157777777.77777776,15429080.557185382,9.999999999999996,15777777.777777761
2019 Mitsubishi Xpander 1.5 Ultimate MPV,Mitsubishi,Xpander Ultimate,205000000.0,2019,122500,Jawa Tengah,6,0.030305866496948698,198970040.5152523,374397234.1525254,385743666.7475787,29237865.606212188,7.809316666666664,30123944.45792978
2009 Mercedes-Benz E200K 1.8 Sedan,Mercedes-Benz,E200K,125000000.0,2009,147500,Jawa Tengah,16,0.0438641555014731,119747382.20602077,646228157.2885506,674574409.669286,32905048.442658115,5.091862381967599,34348400.604330376
2014 KIA Sorento 2.2 (Diesel) SUV,KIA,Sorento (Diesel),219000000.0,2014,102500,Jawa Tengah,11,0.0639492540819922,205836884.7572151,655927133.5062938,697873184.4261606,40917295.34082533,6.238085490090907,43533925.85692369
2023 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,175000000.0,2023,17500,Jawa Tengah,2,0.036701314237700705,168804647.58422697,208400799.48669994,216049382.71604934,19798075.951236486,9.499999999999996,20524691.35802467
2017 Honda BR-V 1.5 E SUV,Honda,BR-V E,159000000.0,2017,97500,Jawa Tengah,8,0.0380879806953157,153166208.410872,355813880.48318934,369366112.6941584,25330959.009039667,7.1191598749999985,26295764.086769797
2012 Daihatsu Terios 1.5 TX Adventure SUV,Daihatsu,Terios TX Adventure,130000000.0,2012,142500,Jawa Tengah,13,0.0427949999641975,124664962.91645369,490446669.242205,511435334.43486595,28137054.3327501,5.737026285900768,29341179.571912766
2010 Toyota Kijang Innova 2.5 G MPV,Toyota,Kijang Innova G,175000000.0,2010,217500,Jawa Tengah,15,0.0513420400767928,166453916.355535,808455977.0112653,849963756.1833003,42800137.377048686,5.294059119369006,44997583.74555335
2021 Daihatsu Sirion 1.3 Hatchback,Daihatsu,Sirion,165000000.0,2021,37500,Jawa Tengah,4,0.015601299052567299,162465329.80405298,247622816.34515008,251486053.95518973,21289371.635274276,8.5975,21621513.488797434
2013 Daihatsu Sirion 1.3 D Hatchback,Daihatsu,Sirion D,92000000.0,2013,72500,Jawa Tengah,12,0.06412513301564181,86455997.65065193,306115283.57788485,325744966.85543764,18304940.493936077,5.979753862658333,19478747.237953138
2023 Daihatsu Ayla 1.0 X Hatchback,Daihatsu,Ayla X,122000000.0,2023,57500,Jawa Tengah,2,0.036701314237700705,117680954.31586109,145285128.78501368,150617283.95061725,13802087.234576292,9.499999999999996,14308641.975308627
2015 Chevrolet Captiva 2.4 (Sugar White Metallic) SUV,Chevrolet,Captiva (Sugar White Metallic),135000000.0,2015,92500,Jawa Timur,10,0.0636312113115612,126923691.74982353,364013592.90646744,387176218.75697947,23708990.115664393,6.513215599,25217621.875697948
2023 Suzuki Ertiga 1.5 Hybrid GX MPV,Suzuki,Ertiga Hybrid GX,210000000.0,2023,17500,Yogyakarta,2,0.036701314237700705,202565577.10107237,250080959.38403994,259259259.25925922,23757691.141483784,9.499999999999996,24629629.629629612
2021 Toyota Kijang Innova 2.0 G MPV,Toyota,Kijang Innova G,6280000000.0,2021,82500,Jawa Tengah,4,0.015601299052567299,6183528916.178501,9424674464.530561,9571711629.324799,810286387.0880151,8.5975,822927907.3311996
2022 Suzuki Ertiga 1.5 Hybrid SS MPV,Suzuki,Ertiga Hybrid SS,202000000.0,2022,47500,Jawa Barat,3,0.042094638340216504,193840360.14400095,265898985.1083689,277091906.72153634,24019541.654789317,9.033333333333331,25030635.573845446
2020 Honda Brio 1.2 RS Hatchback,Honda,Brio RS,177500000.0,2020,62500,Jawa Tengah,5,0.019209680056685,174154546.874131,294932254.35507965,300597808.59963757,24155541.496189732,8.190199999999999,24619561.719927512
2010 Toyota Fortuner 2.5 G 4X2 SUV,Toyota,Fortuner G 4X2,205000000.0,2010,222500,Jawa Tengah,15,0.0513420400767928,194988873.4450553,947048430.2131966,995671828.6718663,50137303.784542754,5.294059119369006,52711455.24479108
2021 Toyota Yaris 1.5 GR Sport 7 AB Hatchback,Toyota,Yaris GR Sport 7 AB,230000000.0,2021,42500,Jawa Tengah,4,0.015601299052567299,226466823.36322537,345171198.5417244,350556317.63450694,29676093.794624753,8.5975,30139079.408626735
2023 Suzuki Ertiga 1.5 Hybrid GX MPV,Suzuki,Ertiga Hybrid GX,210000000.0,2023,17500,Jawa Tengah,2,0.036701314237700705,202565577.10107237,250080959.38403994,259259259.25925922,23757691.141483784,9.499999999999996,24629629.629629612
2022 Toyota Agya 1.2 GR Sport Hatchback,Toyota,Agya GR Sport,140000000.0,2022,12500,Jawa Tengah,3,0.042094638340216504,134344804.0601987,184286425.32263193,192043895.74759945,16647207.087477744,9.03333333333333,17347965.24919982
2020 Honda HR-V 1.5 E Special Edition SUV,Honda,HR-V E Special Edition,239000000.0,2020,67500,Jawa Tengah,5,0.019209680056685,234495418.04460454,397120049.52599454,404748598.6214838,32524926.296278,8.190199999999999,33149719.72429676
2016 Honda HR-V 1.8 Prestige SUV,Honda,HR-V Prestige,235000000.0,2016,142500,Jawa Tengah,9,0.035258051568793,226996544.14074773,585917757.54211,606576076.0526012,39880134.822373584,6.806439011111111,41286230.67251125
2015 Honda HR-V 1.5 E SUV,Honda,HR-V E,198000000.0,2015,97500,Jawa Tengah,10,0.0636312113115612,186154747.89974117,533886602.92948556,567858454.1769031,34773185.502974436,6.513215598999998,36985845.417690314
2014 Honda Accord 2.4 VTi-L Sedan,Honda,Accord VTi-L,205000000.0,2014,67500,Jawa Tengah,11,0.0639492540819922,192678362.44396847,613995718.5789508,653260286.7916114,38301577.830452934,6.238085490090908,40750935.16287377
2018 Toyota Sienta 1.5 V MPV,Toyota,Sienta V,177000000.0,2018,62500,Jawa Tengah,7,0.031983464156241,171514376.0997341,358593953.04409057,370063029.88792104,26725653.84919378,7.452901428571428,27580432.841131575
2017 Honda HR-V 1.5 E SUV,Honda,HR-V E,200000000.0,2017,62500,Jawa Tengah,8,0.0380879806953157,192661897.37216607,447564629.538603,464611462.5083754,31862841.520804618,7.1191598749999985,33076432.813546926
2017 Honda Brio 1.2 Satya E Hatchback,Honda,Brio Satya E,130000000.0,2017,82500,Jawa Tengah,8,0.0380879806953157,125230233.29190794,290917009.20009196,301997450.630444,20710846.988523003,7.1191598749999985,21499681.3288055
2022 Honda BR-V 1.5 Prestige Honda Sensing SUV,Honda,BR-V Prestige Honda Sensing,245000000.0,2022,37500,Jawa Tengah,3,0.042094638340216504,235103407.1053477,322501244.31460583,336076817.558299,29132612.403086048,9.03333333333333,30358939.186099667
2006 Honda Jazz 1.5 VTEC Hatchback,Honda,Jazz VTEC,93000000.0,2006,182500,Jawa Tengah,19,0.131086720985296,82221812.23999092,575552685.6799364,651000000.0,25964782.81262871,4.511278195488721,29368421.05263158
2022 Toyota Raize 1.0 T G (1 Tone) SUV,Toyota,Raize T G (1 Tone),187500000.0,2022,57500,Jawa Tengah,3,0.042094638340216504,179926076.8663375,246812176.771382,257201646.09053493,22295366.635014832,9.03333333333333,23233882.03017831
2018 Nissan Grand Livina 1.5 Highway Star MPV,Nissan,Grand Livina Highway Star,145000000.0,2018,122500,Jawa Tengah,7,0.031983464156241,140506127.3133415,293763407.8609781,303158979.286715,21893897.221090946,7.452901428571428,22594139.89810214
2016 Honda HR-V 1.5 E SUV,Honda,HR-V E,200000000.0,2016,82500,Jawa Tengah,9,0.035258051568793,193188548.20489168,498653410.6741361,516234958.3426393,33940540.27436049,6.806439011111111,35137217.59362659
2023 Toyota Yaris Cross 1.5 S HV (2 Tone) (Premium Colour) SUV,Toyota,Yaris Cross S HV (2 Tone) (Premium Colour),345000000.0,2023,22500,Jawa Tengah,2,0.036701314237700705,332786305.23747605,410847290.41663706,425925925.9259259,39030492.589580506,9.499999999999996,40462962.962962955
2018 Honda HR-V 1.5 E SUV,Honda,HR-V E,215000000.0,2018,82500,Jawa Tengah,7,0.031983464156241,208336671.53357533,435580225.44903654,449511589.9768532,32463364.845065888,7.452901428571428,33501655.710979026
2023 Toyota Veloz 1.5 Q (Premium Color) MPV,Toyota,Veloz Q (Premium Color),244000000.0,2023,17500,Banten,2,0.036701314237700705,235361908.63172218,290570257.57002735,301234567.9012345,27604174.469152585,9.499999999999996,28617283.950617254
2012 Nissan Serena 2.0 Comfort Touring MPV,Nissan,Serena Comfort Touring,105000000.0,2012,92500,Jawa Tengah,13,0.0427949999641975,100690931.58636644,396130002.0802425,413082385.50508404,22726082.345682777,5.73702628590077,23698645.038852617
2015 Nissan X-Trail 2.5 SUV,Nissan,X-Trail,169000000.0,2015,77500,Jawa Tengah,10,0.0636312113115612,158889658.5608902,455691090.3792074,484687266.4439224,29680143.181831717,6.513215598999998,31568726.64439224
2017 Toyota Yaris 1.5 TRD Sportivo Heykers Hatchback,Toyota,Yaris TRD Sportivo Heykers,180000000.0,2017,72500,Jawa Tengah,8,0.0380879806953157,173395707.63494945,402808166.58474267,418150316.25753784,28676557.368724152,7.1191598749999985,29768789.53219223
2020 Honda Civic 1.5 E Hatchback,Honda,Civic E,465000000.0,2020,17500,Jawa Tengah,5,0.019209680056685,456235855.19138545,772639426.9020396,787481583.0920082,63280714.34213084,8.190199999999999,64496316.61840165
2017 Toyota Kijang Innova 2.4 V MPV,Toyota,Kijang Innova V,355000000.0,2017,82500,Jawa Tengah,8,0.0380879806953157,341974867.8355948,794427217.4310204,824685345.9523664,56556543.6994282,7.1191598749999985,58710668.244045794
2020 Toyota Calya 1.2 G MPV,Toyota,Calya G,135000000.0,2020,82500,Jawa Tengah,5,0.019209680056685,132455570.86201513,224314672.3263986,228623685.41380885,18371820.292876698,8.1902,18724737.082761772
2016 Toyota Kijang Innova 2.4 Q MPV,Toyota,Kijang Innova Q,340000000.0,2016,152500,Jawa Tengah,9,0.035258051568793,328420531.94831586,847710798.1460314,877599429.1824869,57698918.466412835,6.8064390111111095,59733269.90916521
2024 Wuling Cloud EV Hatchback,Wuling,Cloud EV,324000000.0,2024,2500,DKI Jakarta,1,0.0226,316839428.9067084,352043809.8963427,360000000.0,35204380.989634275,10.000000000000002,36000000.0
2022 Suzuki Ertiga 1.5 Hybrid SS MPV,Suzuki,Ertiga Hybrid SS,202000000.0,2022,47500,Banten,3,0.042094638340216504,193840360.14400095,265898985.1083689,277091906.72153634,24019541.654789317,9.033333333333331,25030635.573845446
2023 Toyota Kijang Innova Zenix 2.0 V HV Modellista (Non Premium Color) MPV,Toyota,Kijang Innova Zenix V HV Modellista (Non Premium Color),405000000.0,2023,42500,Banten,2,0.036701314237700705,390662184.409211,482298993.0977913,499999999.99999994,45818404.34429017,9.499999999999998,47499999.99999997
2023 Lexus RX 350 2.4 Luxury SUV,Lexus,RX 350 Luxury,1395000000.0,2023,2500,DKI Jakarta,2,0.036701314237700705,1345614190.742838,1661252087.3368368,1722222222.222222,157818948.29699945,9.499999999999996,163611111.11111104
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1435000000.0,2023,2500,DKI Jakarta,2,0.036701314237700705,1384198110.1906612,1708886555.7909396,1771604938.2716048,162344222.8001392,9.499999999999996,168302469.1358024
2022 Suzuki Ertiga 1.5 Hybrid SS MPV,Suzuki,Ertiga Hybrid SS,202000000.0,2022,47500,DKI Jakarta,3,0.042094638340216504,193840360.14400095,265898985.1083689,277091906.72153634,24019541.654789317,9.033333333333331,25030635.573845446
2023 Lexus RX 350h 2.5 Luxury SUV,Lexus,RX 350h Luxury,1450000000.0,2023,2500,DKI Jakarta,2,0.036701314237700705,1398667079.983595,1726749481.4612281,1790123456.7901232,164041200.73881662,9.499999999999996,170061728.3950616
2013 Suzuki Ertiga 1.4 GX MPV,Suzuki,Ertiga GX,122000000.0,2013,117500,Jawa Timur,12,0.06412513301564181,114648170.79760364,405935484.7445864,431966151.69960207,24273942.828915227,5.979753862658331,25830512.641633507
2017 Toyota Fortuner 2.4 VRZ 4X2 SUV,Toyota,Fortuner VRZ 4X2,315000000.0,2017,107500,Banten,8,0.0380879806953157,303442488.36116153,704914291.5232997,731763053.4506912,50183975.39526727,7.1191598749999985,52095381.6813364
